"","HaulID","Survey_Acronym.x","Ship","GearType","Gear","YearShot","MonthShot","DayShot","TimeShot","HaulDur_min","ShootLat_degdec","ShootLong_degdec","ICESStSq","SurvStratum","Depth_m","Distance_km","WingSpread_m","DoorSpread_m","NetOpen_m","WingSwpArea_sqkm","WingSwpVol_CorF","DoorSwptArea_CorF","DoorSwptVol_CorF","Survey_Acronym.y","SpeciesSciName","Aphia_Code","FishLength_cm","Number","DensAbund_N_Sqkm","DensBiom_kg_Sqkm","DensAbund_N_Sqkm_RAW","CommonName","WalkerCoeffApplied"
"1","CSBBFraOT4/THA2/2003/102","CSBBFraOT4","THA2","OT","GOV",2003,11,13,1544,30,48.9652,-9.1826,"2.60E+01","4",155,3.734581343,20,90,4.7,0.074691627,212.7659574,0.222222222,47.28132388,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,13.889123872928,11.96155144,13.38838156,"Lesser spotted dogfish",TRUE
"2","CSBBFraOT4/THA2/2003/105","CSBBFraOT4","THA2","OT","GOV",2003,11,14,1603,29,49.1018,-10.7995,"27D9","4",160,3.616299372,19,99,3.71563616,0.068709688,269.1329174,0.191919192,51.65177204,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,14.8086647163967,11.12659717,14.55398836,"Lesser spotted dogfish",TRUE
"3","CSBBFraOT4/THA2/2003/109","CSBBFraOT4","THA2","OT","GOV",2003,11,15,1522,29,49.543,-10.7626,"28D9","4",149,3.529515,18,96,4.8,0.06353127,208.3333,0.1875,39.0625,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,15.7154220368878,10.21577,15.74028,"Lesser spotted dogfish",TRUE
"4","CSBBFraOT4/THA2/2003/117","CSBBFraOT4","THA2","OT","GOV",2003,11,18,755,31,50.2318,-10.4023,"29D9","4",142,3.827086,18,97,4.5,0.06888754,222.2222,0.185567,41.23711,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,15.0593419956438,12.96937,14.51641,"Lesser spotted dogfish",TRUE
"5","CSBBFraOT4/THA2/2003/122","CSBBFraOT4","THA2","OT","GOV",2003,11,19,1006,29,50.4814,-9.355,"2.90E+01","4",127,3.548135,17,95,4.6,0.06031829,217.3913,0.1789474,38.9016,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,17.5129695667325,19.80934,16.57872,"Lesser spotted dogfish",TRUE
"6","CSBBFraOT4/THA2/2003/123","CSBBFraOT4","THA2","OT","GOV",2003,11,19,1354,30,50.4093,-8.5799,"2.90E+02","4",123,3.704119,19,99,4.5,0.07037826,222.2222,0.1919192,42.64871,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,14.1864904336261,9.221891,14.20893,"Lesser spotted dogfish",TRUE
"7","CSBBFraOT4/THA2/2003/125","CSBBFraOT4","THA2","OT","GOV",2003,11,20,753,30,51.2519,-9.4691,"3.10E+01","3",95,3.767898727,20,78,4.2,0.075357975,238.0952381,0.256410256,61.05006105,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",16,216.400107848904,169.56751376,212.31993156,"Lesser spotted dogfish",TRUE
"8","CSBBFraOT4/THA2/2003/127","CSBBFraOT4","THA2","OT","GOV",2003,11,20,1411,30,51.5232,-8.3608,"3.20E+02","3",86,3.818503702,19,75,4.2,0.07255157,238.0952381,0.253333333,60.31746032,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",11,156.847308795493,142.434948242,151.61629098,"Lesser spotted dogfish",TRUE
"9","CSBBFraOT4/THA2/2003/128","CSBBFraOT4","THA2","OT","GOV",2003,11,20,1620,29,51.689,-8.0297,"3.20E+02","2",70,3.559649508,18,72,4.9,0.064073691,204.0816327,0.25,51.02040816,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",7,112.662103296184,93.84690165,109.24920783,"Lesser spotted dogfish",TRUE
"10","CSBBFraOT4/THA2/2003/130","CSBBFraOT4","THA2","OT","GOV",2003,11,21,953,31,51.6227,-7.4424,"3.20E+03","2",74,3.563116454,19,73,4.2,0.067699213,238.0952381,0.260273973,61.96999348,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",5,76.4165311937845,68.9392589,73.8561027,"Lesser spotted dogfish",TRUE
"11","CSBBFraOT4/THA2/2003/131","CSBBFraOT4","THA2","OT","GOV",2003,11,21,1307,30,51.7836,-6.703,"3.20E+04","2",70,3.427161247,18,69,4.5,0.061688902,222.2222222,0.260869565,57.97101449,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",2,33.3106913863987,26.87570522,32.42074216,"Lesser spotted dogfish",TRUE
"12","CSBBFraOT4/THA2/2003/132","CSBBFraOT4","THA2","OT","GOV",2003,11,21,1439,29,51.7788,-6.5384,"3.20E+04","2",70,3.680844073,18,69,4.5,0.066255193,222.2222222,0.260869565,57.97101449,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",2,30.4265880670953,21.334563696,30.18631294,"Lesser spotted dogfish",TRUE
"13","CSBBFraOT4/THA2/2003/133","CSBBFraOT4","THA2","OT","GOV",2003,11,22,741,29,51.4717,-6.1251,"3.10E+04","3",108,3.771269933,20,78,4,0.075425399,250,0.256410256,64.1025641,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,13.5814109889166,10.68533873,13.25813344,"Lesser spotted dogfish",TRUE
"14","CSBBFraOT4/THA2/2003/135","CSBBFraOT4","THA2","OT","GOV",2003,11,22,1158,30,51.156,-6.5503,"3.10E+04","3",97,3.601736735,19.24386056,75,4.2,0.069311319,238.0952381,0.256584807,61.09162082,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",2,29.8200637374711,26.90675444,28.85531562,"Lesser spotted dogfish",TRUE
"15","CSBBFraOT4/THA2/2003/138","CSBBFraOT4","THA2","OT","GOV",2003,11,23,747,30,51.0967,-5.1415,"3.10E+05","2",70,3.434918,18,70,4.4,0.06182852,227.2727,0.2571429,58.44156,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",24,397.695079147958,320.062867,388.1704,"Lesser spotted dogfish",TRUE
"16","CSBBFraOT4/THA2/2003/140","CSBBFraOT4","THA2","OT","GOV",2003,11,23,1323,30,51.4171,-5.2658,"3.10E+05","2",65,3.436622488,18,70,3.8,0.061859205,263.1578947,0.257142857,67.66917293,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",5,82.5656909172271,64.316013212,80.82871445,"Lesser spotted dogfish",TRUE
"17","CSBBFraOT4/THA2/2003/141","CSBBFraOT4","THA2","OT","GOV",2003,11,23,1628,31,51.4322,-5.7852,"3.10E+05","3",84,3.620296889,18.84021529,76,3.6,0.068207173,277.7777778,0.24789757,68.860436,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",32,475.95554256655,350.51691246,469.15886836,"Lesser spotted dogfish",TRUE
"18","CSBBFraOT4/THA2/2003/142","CSBBFraOT4","THA2","OT","GOV",2003,11,24,744,29,50.6657,-7.3472,"3.00E+03","3",104,3.638879,20,81,3.4,0.07277758,294.1176,0.2469136,72.62164,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",3,42.5756693095196,35.64814,41.22147,"Lesser spotted dogfish",TRUE
"19","CSBBFraOT4/THA2/2003/145","CSBBFraOT4","THA2","OT","GOV",2003,11,24,1537,31,49.905,-7.2117,"2.80E+03","3",114,3.707085,21,86,4.2,0.07784879,238.0952,0.244186,58.13953,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",24,320.301661455553,290.551808,308.28993,"Lesser spotted dogfish",TRUE
"20","CSBBFraOT4/THA2/2003/146","CSBBFraOT4","THA2","OT","GOV",2003,11,25,751,30,50.5532,-7.9095,"3.00E+03","3",117,3.651718,21,86,4.3,0.07668608,232.5581,0.244186,56.78745,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",3,41.1567801464214,41.97264,39.12054,"Lesser spotted dogfish",TRUE
"21","CSBBFraOT4/THA2/2003/147","CSBBFraOT4","THA2","OT","GOV",2003,11,25,939,30,50.3868,-8.0847,"2.90E+02","4",126,3.657537,22,90.57865,4.3,0.08046582,232.5581,0.2428828,56.48438,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",3,38.6096522071672,33.486751,37.28292,"Lesser spotted dogfish",TRUE
"22","CSBBFraOT4/THA2/2003/148","CSBBFraOT4","THA2","OT","GOV",2003,11,25,1133,30,50.4162,-8.25,"2.90E+02","3",114,3.651876,20,78,4.6,0.07303751,217.3913,0.2564103,55.74136,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",3,42.0616837674825,34.967117,41.07477,"Lesser spotted dogfish",TRUE
"23","CSBBFraOT4/THA2/2003/149","CSBBFraOT4","THA2","OT","GOV",2003,11,25,1439,30,50.7545,-8.4119,"3.00E+02","3",111,3.542432,20,81,4.6,0.07084865,217.3913,0.2469136,53.67687,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,14.265706532074,10.22683,14.1146,"Lesser spotted dogfish",TRUE
"24","CSBBFraOT4/THA2/2003/151","CSBBFraOT4","THA2","OT","GOV",2003,11,26,1009,30,49.9368,-9.4582,"2.80E+01","4",127,3.660023,20,96,4.7,0.07320045,212.766,0.2083333,44.32624,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",3,42.627617293881,37.96348,40.98336,"Lesser spotted dogfish",TRUE
"25","CSBBFraOT4/THA2/2003/153","CSBBFraOT4","THA2","OT","GOV",2003,11,26,1513,29,49.966,-9.1666,"2.80E+01","4",136,3.644511,21,91,4.2,0.07653473,238.0952,0.2307692,54.94505,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",2,27.0132564359754,22.80632,26.13192,"Lesser spotted dogfish",TRUE
"26","CSBBFraOT4/THA2/2003/154","CSBBFraOT4","THA2","OT","GOV",2003,11,27,752,30,49.9597,-8.135,"2.80E+02","4",129,3.423367,21,96,4.5,0.07189071,222.2222,0.21875,48.61111,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,13.81827296707,8.532009,13.91,"Lesser spotted dogfish",TRUE
"27","CSBBFraOT4/THA2/2003/155","CSBBFraOT4","THA2","OT","GOV",2003,11,27,1232,30,49.714,-8.9936,"2.80E+02","4",141,3.56727,20,97,4.1,0.0713454,243.9024,0.2061856,50.28916,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,14.803508418328,15.98401,14.01632,"Lesser spotted dogfish",TRUE
"28","CSBBFraOT4/THA2/2003/157","CSBBFraOT4","THA2","OT","GOV",2003,11,28,756,31,49.487,-8.0621,"2.70E+02","4",134,3.548388,19,98,4.6,0.06741937,217.3913,0.1938776,42.14729,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",6,93.3095882325762,98.39003,88.99519,"Lesser spotted dogfish",TRUE
"29","CSBBFraOT4/THA2/2003/158","CSBBFraOT4","THA2","OT","GOV",2003,11,28,1155,31,49.6239,-7.3,"2.80E+03","4",120,3.615691,20,98,3.9,0.07231382,256.4103,0.2040816,52.32862,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",5,72.5898524906741,74.93919,69.14305,"Lesser spotted dogfish",TRUE
"30","CSBBFraOT4/THA2/2003/159","CSBBFraOT4","THA2","OT","GOV",2003,11,28,1420,30,49.4012,-7.1858,"2.70E+03","4",119,3.461215,19,96,4.1,0.06576309,243.9024,0.1979167,48.27236,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,15.1058260650297,9.326996,15.2061,"Lesser spotted dogfish",TRUE
"31","CSBBFraOT4/THA2/2003/161","CSBBFraOT4","THA2","OT","GOV",2003,11,29,1047,30,48.7841,-8.5523,"2.60E+02","4",149,3.661333568,20,94,4.3,0.073226671,232.5581395,0.212765957,49.48045522,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",6,82.7841053262838,59.041315133,81.93735818,"Lesser spotted dogfish",TRUE
"32","CSBBFraOT4/THA2/2003/162","CSBBFraOT4","THA2","OT","GOV",2003,11,29,1317,29,48.7627,-8.2388,"2.60E+02","4",158,3.47995786,19,97,3.9,0.066119199,256.4102564,0.195876289,50.2246894,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,15.4428045732361,25.66563016,15.12420008,"Lesser spotted dogfish",TRUE
"33","CSBBFraOT4/THA2/2003/163","CSBBFraOT4","THA2","OT","GOV",2003,11,29,1607,29,48.9672,-7.8781,"2.60E+03","4",143,3.493922236,20,99,4.1,0.069878445,243.902439,0.202020202,49.27322,"CSBBFraOT4","Scyliorhinus canicula",105814,"55-87",1,15.0926262932736,15.56477883,14.31056464,"Lesser spotted dogfish",TRUE
